month,obd_ssa_filled_mm,gmsl_scientific_mm,barystatic_scientific_mm,steric_scientific_mm,budget_sum_scientific_mm,panel_a_gmsl_unshifted_mm,panel_a_gmsl_display_mm,panel_a_barystatic_unshifted_mm,panel_a_barystatic_display_mm,panel_a_steric_unshifted_mm,panel_a_steric_display_mm,panel_a_budget_sum_unshifted_mm,panel_a_budget_sum_display_mm,panel_b_gmsl_unshifted_mm,panel_b_gmsl_display_mm,panel_b_barystatic_unshifted_mm,panel_b_barystatic_display_mm,panel_b_steric_unshifted_mm,panel_b_steric_display_mm,panel_b_budget_sum_unshifted_mm,panel_b_budget_sum_display_mm
2018-09,-0.5347499559873291,82.33811684903698,31.70957521617248,-1.4886504504829643,30.220924765689517,-3.3760191807996223,-3.3760191807996223,-3.1353881177455887,-17.13538811774559,-3.1657667052720417,-25.16576670527204,-6.30115482301763,-6.30115482301763,-1.3692687801947854,-1.3692687801947854,-2.082519916985714,-7.082519916985714,-2.237677768898316,-13.237677768898315,-4.32019768588403,-4.32019768588403
2018-10,-0.45997678228709066,85.78365823335342,27.934529719278704,0.1060589493135921,28.040588668592296,-1.9896515379857609,-1.9896515379857609,-3.020200688414277,-17.020200688414278,-2.0830860700119627,-24.083086070011962,-5.10328675842624,-5.10328675842624,-0.25270490005164165,-0.25270490005164165,-2.108870818092104,-7.108870818092104,-1.279778318074872,-12.279778318074872,-3.388649136166975,-3.388649136166975
2018-11,-0.20669173513784964,83.3774559326,23.328383812564095,1.5174283180385828,24.845812130602678,-0.6652601998665905,-0.6652601998665905,-3.11004542820583,-17.11004542820583,-0.11660602203019987,-22.1166060220302,-3.22665145023603,-3.22665145023603,0.8048098731393297,0.8048098731393297,-2.3387562704357165,-7.3387562704357165,0.5632773252292564,-10.436722674770744,-1.77547894520646,-1.77547894520646
2018-12,0.08217031802173143,80.69402867935085,16.641733274303736,5.827992223203182,22.469725497506918,0.2372601175660606,0.2372601175660606,-1.0301037263899062,-15.030103726389907,1.5831604541745037,-20.416839545825496,0.553056727784598,0.553056727784598,1.4375264279012632,1.4375264279012632,-0.4003528990574936,-5.400352899057493,2.138262616997324,-8.861737383002676,1.737909717939831,1.737909717939831
2019-01,0.15316085349672895,79.89642147857154,17.740303205961627,7.511895149946213,25.25219835590784,0.9995892508655487,0.9995892508655487,-0.6034737857469931,-14.603473785746994,2.110274258015896,-19.889725741984105,1.5068004722689043,1.5068004722689043,1.9300476872976153,1.9300476872976153,-0.11529208790930165,-5.115292087909301,2.5405955852003865,-8.459404414799614,2.4253034972910865,2.4253034972910865
2019-02,0.34020912330191694,81.34959052662049,14.08000891611291,8.149352855980396,22.229361772093306,1.964488127091167,1.964488127091167,0.9463043073925058,-13.053695692607494,2.2357764553982467,-19.764223544601755,3.182080762790753,3.182080762790753,2.6310013075699716,2.6310013075699716,1.2959737096208008,-3.704026290379199,2.544029808865799,-8.4559701911342,3.840003518486601,3.840003518486601
2019-03,0.37883247632435296,82.21102250156468,17.18909417046854,12.690318748354912,29.87941291882345,2.736795603325716,2.736795603325716,0.48008949270950607,-13.519910507290493,2.139115783586131,-19.86088421641387,2.619205276295638,2.619205276295638,3.1393758615485168,3.1393758615485168,0.6913389964994674,-4.308661003500532,2.325300116941827,-8.674699883058173,3.0166391134412955,3.0166391134412955
2019-04,0.6113429511959285,81.3167752746411,15.976682313989107,13.348393142223358,29.325075456212467,2.8011946854609975,2.8011946854609975,0.653359640567781,-13.34664035943222,1.935198194008659,-20.06480180599134,2.5885578345764393,2.5885578345764393,2.9427609967057182,2.9427609967057182,0.7276252656911391,-4.272374734308861,2.0006709846082247,-8.999329015391776,2.7282962502993633,2.7282962502993633
2019-05,0.6320483403329888,79.44478966159643,16.69293962268306,10.692641139030457,27.385580761713516,3.230923322430536,3.230923322430536,1.0625108024371754,-12.937489197562824,1.2184919927897155,-20.781508007210284,2.281002795226891,2.281002795226891,3.1026858710045384,3.1026858710045384,0.9952380971228325,-4.004761902877167,1.1591835989526453,-9.840816401047356,2.154421696075478,2.154421696075478
2019-06,0.2375101717452216,81.10474896061535,26.529934345171238,7.114950567483902,33.644884912655144,3.9637958406479648,3.9637958406479648,1.7611219607338626,-12.238878039266137,0.883216576767154,-21.116783423232846,2.644338537501016,2.644338537501016,3.5686818242937686,3.5686818242937686,1.55380854286746,-3.44619145713254,0.7004837782524497,-10.29951622174755,2.2542923211199093,2.2542923211199093
