month,c3s_equivalent_gmsl_mm,sio_thermosteric_mm,sio_halosteric_mm,sio_totalsteric_mm,dmi_hadisst,csr_ocean_mass_reference_mm,noaa_topex_poseidon_mm,noaa_jason_1_mm,noaa_jason_2_mm,noaa_jason_3_mm,noaa_sentinel_6mf_mm,original_csr_ocean_mass_reference_mm,filled_csr_ocean_mass_reference_mm,fill_status,ssa_category,ssa_M,ssa_K
2023-03,93.51855688638813,11.972799897193909,0.46105613000690937,14.191324822604656,0.414000004529953,10.525419424272647,nan,nan,nan,77.37333333333333,78.75666666666667,10.525419424272647,10.525419424272647,observed,observed,,
2023-04,91.92267622827609,16.777122393250465,-0.874795310664922,17.657756805419922,0.5600000023841858,5.869920814755009,nan,nan,nan,74.43666666666665,74.23,5.869920814755009,5.869920814755009,observed,observed,,
2023-05,93.50749756385747,14.240903779864311,-0.579561572521925,15.418347902595997,0.4429999887943268,10.911998620326589,nan,nan,nan,79.67666666666668,79.33333333333333,10.911998620326589,10.911998620326589,observed,observed,,
2023-06,96.55359547820181,11.40033733099699,-0.8942803251557052,12.264450080692768,0.6650000214576721,20.402125177500743,nan,nan,nan,78.29333333333334,78.09333333333333,20.402125177500743,20.402125177500743,observed,observed,,
2023-07,98.5508213349532,8.766639977693558,-1.2873667292296886,9.233363904058933,0.49799999594688416,29.727759407087145,nan,nan,nan,81.26333333333334,81.4025,29.727759407087145,29.727759407087145,observed,observed,,
2023-08,103.61798550774361,7.173021789640188,-1.7553376965224743,7.1687474846839905,0.8259999752044678,32.12349963471406,nan,nan,nan,80.11666666666666,80.76333333333334,32.12349963471406,32.12349963471406,observed,observed,,
2023-09,109.24560056396129,7.867077365517616,-0.45393279287964106,9.161327034235,0.9459999799728394,30.201677463319733,nan,nan,nan,82.72,82.58,30.201677463319733,30.201677463319733,observed,observed,,
2023-10,112.41426569258319,10.301182046532631,-0.9000495774671435,11.15062739700079,0.8040000200271606,32.70372077023434,nan,nan,nan,84.78,85.42666666666666,32.70372077023434,32.70372077023434,observed,observed,,
2023-11,111.83750606363783,10.402965359389782,-0.33327334676869214,11.82008720934391,0.9200000166893005,27.738850465089296,nan,nan,nan,81.01666666666667,80.85666666666667,27.738850465089296,27.738850465089296,observed,observed,,
2023-12,109.03137238147669,13.108678162097931,-0.2703562204260379,14.590476639568806,0.8519999980926514,21.46605423136451,nan,nan,nan,83.00333333333333,81.23666666666666,21.46605423136451,21.46605423136451,observed,observed,,
2024-01,105.7489255926243,14.747124165296555,-1.8445447785779834,14.656403101980686,0.7649999856948853,15.792299338839555,nan,nan,nan,84.19,85.08,15.792299338839555,15.792299338839555,observed,observed,,
